Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot,Communication Skills,Aptitude Skills,Technical Skills ,Projects,Java,C++,C,Python,Data Structure,Machine learning ,Data Science,Full stack,Networking,Cyber Security,AI,Robotics,IOT
22,Male,Computer Science,0,8,0,0,1,23,91,85,6,0,1,1,1,0,0,1,1,0,0,1,1,1
21,Male,Computer Science,3,8,0,0,1,20,82,69,5,0,0,0,1,0,1,1,1,1,0,1,0,1
21,Female,Information Technology,0,8,0,1,1,10,97,91,4,1,1,0,0,1,1,1,1,0,1,0,0,0
22,Male,Electronics And Communication,0,6,0,0,0,20,89,65,8,1,1,0,1,1,1,0,0,1,0,0,0,0
22,Male,Civil,1,7,0,0,0,10,90,80,9,0,1,0,0,0,1,1,0,0,0,1,1,1
22,Male,Information Technology,1,8,1,1,1,20,72,72,6,0,1,1,1,0,1,1,1,1,1,1,1,1
22,Female,Computer Science,1,8,1,1,1,21,70,65,7,0,1,0,1,1,1,0,1,0,0,1,0,1
22,Male,Mechanical,1,8,1,0,1,24,74,60,8,0,0,0,1,1,0,1,0,1,0,1,1,1
21,Male,Electrical,2,6,0,0,1,22,70,60,9,0,0,1,1,0,0,0,1,0,1,1,0,0
22,female,Electronics And Communication,1,6,0,0,0,21,70,65,9,1,1,0,0,1,1,0,0,0,0,0,0,0
22,Male,Information Technology,0,8,0,0,1,16,70,70,6,0,0,0,1,0,1,0,0,0,1,0,1,1
22,Female,Computer Science,1,7,1,0,0,15,60,65,11,0,0,0,1,0,0,0,1,1,0,1,0,0
21,Male,Information Technology,1,8,0,0,1,11,40,60,6,1,1,0,1,1,0,1,1,0,1,0,0,1
21,Male,Electrical,1,7,0,0,1,24,55,45,5,0,0,1,0,1,0,0,1,0,1,0,1,1
22,Male,Mechanical,0,8,1,1,1,26,80,87,7,0,1,0,0,1,1,1,1,1,0,1,0,1
21,Male,Civil,0,6,0,0,0,25,82,80,5,1,1,1,1,0,1,0,0,1,1,0,0,1
21,Male,Information Technology,1,6,0,0,0,24,78,82,8,0,1,0,1,0,0,1,0,1,1,1,0,0
21,Female,Information Technology,1,8,0,0,1,29,80,78,10,0,0,1,0,0,0,0,1,0,1,0,0,0
22,Male,Electronics And Communication,1,8,1,1,1,28,39,47,7,1,0,1,1,0,1,0,0,0,1,1,1,0
21,Male,Civil,1,7,0,0,0,27,64,62,4,0,1,0,1,0,0,0,1,0,1,1,1,1
22,Male,Information Technology,2,6,0,0,1,24,42,46,5,1,0,1,1,1,0,0,0,1,1,1,1,0
21,Male,Electrical,0,6,1,0,0,26,64,62,2,1,0,0,0,1,1,0,0,0,1,0,0,0
22,Male,Information Technology,1,7,1,1,0,25,54,52,1,0,0,1,0,0,0,0,0,0,1,1,1,1
21,Male,Electronics And Communication,0,6,0,0,0,25,56,54,5,0,0,0,1,1,1,1,0,1,1,0,0,1
22,Male,Computer Science,0,8,0,1,1,21,80,74,7,0,1,1,1,1,0,1,1,0,1,1,1,1
21,Male,Electronics And Communication,1,7,0,0,0,24,78,79,9,0,1,1,1,1,0,1,1,1,1,1,0,0
22,Male,Mechanical,0,6,1,0,0,54,54,54,6,1,1,1,0,1,0,0,0,0,0,0,1,0
21,Male,Civil,0,7,0,0,0,53,68,65,7,0,0,0,1,0,0,0,0,0,1,1,0,1
21,Female,Civil,1,7,1,0,0,50,75,76,2,0,1,0,0,0,1,1,1,0,0,1,1,0
21,Male,Computer Science,1,7,0,0,0,52,24,30,4,0,1,1,1,1,1,1,1,1,1,1,0,1
21,Male,Information Technology,0,6,0,1,1,51,20,40,2,1,1,1,1,1,0,1,1,1,1,1,1,0
21,Female,Electronics And Communication,2,7,0,0,1,56,26,27,5,0,1,0,1,1,1,0,1,0,0,0,0,1
22,Female,Mechanical,1,8,1,0,1,54,26,31,6,0,0,1,1,1,0,1,0,0,0,0,0,1
21,Male,Mechanical,0,6,1,1,1,59,20,18,8,0,0,1,1,1,1,0,1,1,0,0,0,1
21,Male,Civil,0,7,1,0,1,58,31,21,2,1,1,1,1,0,1,1,1,0,1,1,1,0
22,Male,Electronics And Communication,0,8,0,0,1,54,21,28,8,1,1,1,1,0,0,0,0,1,0,0,1,1
21,Male,Electronics And Communication,1,6,1,1,1,55,29,31,6,1,0,0,1,1,1,0,0,1,1,1,1,0
21,Male,Mechanical,2,6,1,0,0,52,26,36,8,0,0,0,0,0,0,1,1,0,0,0,0,0
22,Male,Computer Science,0,8,0,0,1,76,21,21,6,0,0,0,1,1,1,1,0,0,1,1,0,0
21,Male,Civil,0,7,0,0,0,25,21,21,8,1,1,0,1,1,0,0,1,1,0,0,0,1
22,Male,Information Technology,0,7,0,0,0,27,25,17,5,1,1,1,0,0,1,1,0,1,1,1,0,1
22,Male,Computer Science,0,7,0,0,0,24,26,14,6,1,0,1,1,0,0,0,1,1,0,1,0,0
22,Male,Civil,1,6,1,0,0,28,23,14,9,1,0,1,1,1,0,1,0,1,0,0,0,1
22,Female,Computer Science,2,6,1,1,0,26,24,18,5,1,0,0,0,0,1,0,0,1,0,1,1,0
22,Male,Electronics And Communication,0,7,0,0,1,23,28,19,8,0,0,0,1,1,1,1,1,1,0,1,1,0
21,Male,Civil,0,8,0,0,1,25,29,16,6,1,1,0,1,1,0,0,1,0,1,1,1,0
21,Male,Civil,0,8,0,0,1,26,32,17,8,1,0,0,0,0,0,1,1,0,1,0,1,1
22,Male,Computer Science,2,6,0,0,1,31,31,14,7,1,1,0,0,1,0,1,1,0,0,1,0,1
22,Male,Computer Science,2,7,0,0,1,32,34,17,9,0,0,0,0,0,1,1,0,1,1,0,0,1
22,Male,Electronics And Communication,1,7,1,1,1,36,36,16,4,1,0,0,0,0,0,1,0,0,0,1,1,1
21,Male,Information Technology,2,7,0,0,1,39,12,19,8,1,1,0,1,1,0,0,0,0,1,0,1,1
22,Male,Civil,0,6,0,0,0,34,21,18,1,0,1,0,1,0,1,0,0,0,1,1,1,0
22,Male,Civil,1,6,0,0,1,37,25,17,2,1,0,1,1,0,1,1,0,1,0,0,0,0
21,Male,Electronics And Communication,0,7,0,0,0,32,27,35,6,1,1,0,1,1,1,1,0,1,1,1,0,0
21,Male,Information Technology,0,7,0,0,1,50,36,36,5,1,1,1,0,0,1,1,0,1,0,0,0,1
22,Male,Electronics And Communication,1,8,0,0,1,51,35,32,4,1,1,0,0,1,1,1,0,1,0,1,0,0
22,Male,Computer Science,0,6,0,1,0,41,32,24,8,0,0,0,0,1,1,1,0,0,0,1,0,0
22,Male,Electrical,2,8,0,1,1,12,31,35,9,0,0,1,1,1,1,1,1,1,0,0,1,0
22,Male,Information Technology,0,6,0,1,1,19,27,28,6,1,0,0,1,1,0,1,1,1,0,0,0,0
22,Female,Computer Science,1,6,1,0,1,31,26,27,7,1,1,0,1,1,1,1,1,1,1,1,0,0
21,Male,Electrical,0,8,0,0,1,28,26,26,8,1,0,1,0,0,0,0,0,1,0,1,0,1
21,Male,Computer Science,1,7,0,0,1,24,25,21,9,0,0,1,0,0,1,1,1,1,0,0,1,0
22,Male,Information Technology,2,7,0,1,1,26,21,25,9,0,0,1,0,1,1,0,0,0,0,1,0,1
22,Female,Computer Science,1,8,1,0,1,28,14,12,6,1,1,1,1,1,0,0,0,1,0,1,1,1
22,Male,Civil,0,6,0,0,1,27,14,21,11,0,0,0,0,0,1,1,0,0,1,0,0,0
22,Male,Mechanical,0,6,1,0,1,29,12,21,6,0,1,1,0,0,1,1,0,0,0,1,1,1
22,Male,Civil,0,7,0,0,0,27,17,23,5,0,0,0,1,1,0,1,0,0,1,0,1,0
22,Female,Information Technology,0,6,0,0,1,25,16,10,7,1,1,0,0,0,0,0,1,0,1,1,0,0
22,Male,Electrical,1,8,0,0,1,21,15,14,5,0,0,0,1,1,0,0,1,1,0,0,1,0
21,Female,Computer Science,0,6,1,0,0,21,14,11,8,0,1,1,0,1,1,1,0,1,1,0,0,1
21,Male,Computer Science,1,6,0,0,1,24,13,12,10,0,1,0,1,1,0,1,0,1,0,1,1,1
21,Male,Computer Science,0,8,0,0,1,21,12,13,7,1,0,1,0,1,0,0,0,1,1,1,1,1
21,Male,Mechanical,0,7,0,1,1,23,11,14,4,0,1,0,0,1,0,1,0,0,0,1,1,1
21,Male,Computer Science,2,8,0,0,1,25,9,15,5,0,0,0,1,0,1,0,0,1,0,0,1,1
22,Male,Civil,0,8,1,0,1,20,8,16,2,0,1,0,0,1,0,1,1,0,1,0,0,1
21,Male,Mechanical,1,6,1,0,0,21,7,11,1,1,0,0,1,1,1,1,0,0,1,1,0,0
22,Male,Computer Science,0,8,0,0,1,24,9,10,5,0,1,0,0,1,0,0,1,0,0,0,1,1
21,Male,Computer Science,1,8,0,0,1,26,19,9,7,1,0,0,0,0,0,0,0,1,1,0,1,1
21,Male,Electronics And Communication,0,6,0,0,0,25,17,8,9,1,1,1,1,0,1,1,1,1,0,1,1,1
22,Male,Electronics And Communication,1,6,1,1,0,24,14,7,6,0,1,0,1,1,0,1,1,0,0,1,0,1
22,Male,Information Technology,0,8,0,0,1,24,16,6,7,1,1,1,1,0,0,1,0,0,0,1,1,0
21,Male,Computer Science,1,6,0,0,0,21,12,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0
22,Female,Electrical,0,6,0,0,1,23,14,4,4,0,0,1,0,1,1,0,1,1,0,0,0,0
22,Male,Electronics And Communication,0,7,0,0,0,20,15,2,2,0,0,0,0,1,1,1,0,1,1,0,1,1
21,Male,Information Technology,0,8,0,0,1,10,12,1,5,0,0,0,0,1,1,0,1,0,1,0,1,0
22,Male,Mechanical,0,8,1,1,1,20,14,5,6,0,0,1,0,1,1,1,0,0,0,1,0,1
22,Male,Mechanical,0,7,1,1,0,10,19,6,8,1,0,0,1,0,1,1,0,1,0,0,0,0
21,Male,Electronics And Communication,0,8,0,0,1,20,17,4,2,0,0,0,0,1,1,0,0,1,1,1,1,0
21,Male,Information Technology,1,6,0,0,0,21,14,8,8,1,1,1,0,0,0,1,1,0,1,1,1,0
22,Female,Computer Science,2,7,1,0,1,24,32,31,6,1,1,1,1,1,0,0,0,0,1,0,1,0
22,Male,Electronics And Communication,0,7,0,0,0,22,31,32,8,1,0,0,0,0,1,1,1,1,1,0,0,0
21,Male,Electronics And Communication,1,7,0,1,1,21,32,24,6,0,1,1,1,0,0,1,0,0,0,0,0,0
22,Male,Information Technology,0,8,0,0,1,16,34,25,8,0,0,1,1,0,0,0,1,0,1,0,1,0
21,Male,Information Technology,0,8,0,0,1,15,39,29,5,1,1,0,0,0,1,0,0,0,0,1,1,0
22,Female,Electrical,1,8,0,1,1,11,36,26,6,1,0,0,1,1,1,0,0,0,1,1,0,1
22,Male,Information Technology,1,6,0,0,1,24,35,27,9,0,0,1,0,0,1,0,1,0,0,0,1,1
22,Male,Mechanical,0,8,1,1,1,26,30,31,5,0,1,0,0,0,0,1,0,0,1,0,0,0
21,Male,Mechanical,0,6,1,0,1,25,47,25,8,1,0,0,1,1,0,1,1,0,0,1,0,0
21,Male,Electronics And Communication,1,8,0,0,1,24,42,24,6,0,1,0,0,0,0,1,1,1,1,0,1,1
21,Male,Civil,0,7,0,0,0,29,41,22,8,0,0,1,1,1,1,0,0,1,0,1,0,0
22,Female,Computer Science,1,8,1,0,1,28,45,20,7,1,0,1,0,0,0,1,1,1,1,0,0,0
22,Female,Information Technology,1,7,0,0,1,27,52,66,9,0,1,1,0,1,1,0,1,1,0,1,0,1
21,Male,Mechanical,1,6,1,0,0,24,54,65,4,0,1,0,1,0,0,0,0,0,1,1,0,1
21,Male,Mechanical,0,7,1,0,1,26,58,62,8,0,1,0,0,0,1,0,0,1,1,1,1,1
21,Male,Electronics And Communication,0,8,0,0,1,25,59,78,1,1,0,0,1,0,0,0,1,0,0,1,1,0
22,Male,Computer Science,0,6,0,0,1,25,59,74,2,0,0,0,1,0,0,0,1,1,0,0,0,1
22,Male,Electrical,0,6,0,1,0,21,53,70,6,1,1,0,0,1,1,0,1,0,1,1,1,0
21,Male,Information Technology,2,8,0,0,1,24,54,64,5,0,1,1,0,1,0,0,0,0,1,0,0,0
22,Male,Electrical,0,8,0,0,1,54,57,61,4,1,0,0,0,1,1,1,0,1,1,1,1,1
21,Male,Electronics And Communication,1,7,0,0,0,53,59,68,8,0,0,1,1,0,1,1,0,1,0,0,1,0
22,Male,Mechanical,0,7,1,0,1,50,58,62,9,0,1,0,0,0,0,0,0,0,1,1,1,0
22,Male,Electronics And Communication,0,7,0,0,0,52,52,68,6,1,1,0,0,1,0,0,0,1,1,0,1,0
21,Male,Computer Science,1,8,0,0,1,51,65,62,7,1,1,1,0,1,0,1,1,1,1,1,0,0
22,Male,Electronics And Communication,0,8,0,0,1,56,64,61,8,1,1,0,1,0,0,1,1,1,1,1,0,0
21,Male,Computer Science,0,8,0,1,1,54,90,90,9,0,1,1,1,1,1,1,1,1,1,1,0,1
21,Male,Information Technology,1,7,0,1,0,59,85,80,9,1,0,1,1,1,1,1,1,0,1,0,1,0
22,Male,Electronics And Communication,0,7,0,0,0,58,75,80,6,0,0,1,1,0,1,0,0,1,0,0,0,1
22,Male,Computer Science,1,6,0,0,0,54,79,80,11,0,1,0,1,1,0,0,1,1,1,1,1,1
21,Male,Computer Science,0,8,0,1,1,55,65,70,6,0,1,0,1,0,0,0,1,1,1,1,0,1
21,Female,Electrical,0,6,0,0,0,52,75,74,5,0,1,0,1,0,1,0,0,0,1,1,0,1
21,Male,Information Technology,0,6,0,0,0,76,91,85,7,1,1,1,1,0,1,0,0,0,0,0,1,0
22,Male,Computer Science,2,8,0,0,1,25,82,69,5,0,1,1,1,1,0,0,1,0,0,1,0,0
21,Female,Computer Science,1,7,1,0,0,27,97,91,8,1,0,0,0,1,1,0,1,1,0,0,0,0
22,Male,Information Technology,0,6,0,0,0,24,89,65,10,1,1,1,0,0,1,0,0,1,0,1,0,1
22,Male,Information Technology,0,6,0,0,0,28,90,80,7,0,0,1,1,1,1,0,0,1,1,1,0,0
22,Male,Civil,1,6,1,0,0,26,72,72,4,1,1,1,0,1,0,0,1,0,0,1,1,1
22,Male,Mechanical,0,7,0,0,0,23,70,65,5,1,0,1,1,1,0,0,1,0,0,0,0,0
21,Male,Mechanical,0,8,1,0,1,25,74,60,2,1,1,0,1,0,1,0,0,1,0,1,1,1
21,Female,Information Technology,0,6,0,0,0,26,70,60,1,0,1,1,1,1,0,1,1,0,0,1,1,0
21,Male,Mechanical,1,6,1,1,0,31,70,65,5,0,1,0,0,0,0,1,0,0,0,0,1,0
22,Male,Computer Science,0,7,0,1,0,32,70,70,7,0,1,1,0,0,1,1,0,0,1,0,0,0
21,Male,Computer Science,0,7,0,0,0,36,60,65,9,1,1,1,1,0,1,0,0,1,0,1,0,0
22,Male,Information Technology,0,8,0,0,1,39,40,60,6,1,1,0,1,1,1,1,1,0,1,1,1,1
21,Male,Computer Science,0,6,0,0,0,34,55,45,7,0,0,0,1,0,0,1,0,0,1,0,0,1
21,Male,Information Technology,1,6,1,0,0,37,80,87,2,0,1,1,0,0,0,0,1,0,0,0,1,1
22,Female,Electronics And Communication,1,6,0,1,0,32,82,80,4,0,0,1,1,1,1,1,1,0,1,1,0,1
21,Male,Information Technology,0,6,0,0,0,50,78,82,2,1,0,1,1,0,0,0,1,0,1,1,0,1
21,Male,Computer Science,1,8,0,0,1,51,80,78,5,1,1,0,1,1,0,1,0,1,1,0,0,0
22,Male,Mechanical,1,6,1,0,0,41,39,47,6,0,1,1,0,0,1,0,0,0,1,1,0,1
22,Female,Electronics And Communication,0,7,0,0,0,12,64,62,8,1,1,0,0,1,0,0,1,0,1,1,0,0
22,Female,Information Technology,0,7,0,1,0,19,42,46,2,0,1,0,0,0,0,1,1,1,0,0,0,1
22,Male,Civil,0,6,0,0,0,31,64,62,8,0,0,0,0,1,0,0,1,0,1,0,1,1
22,Male,Mechanical,0,8,1,0,1,28,54,52,6,0,1,1,1,0,0,0,1,1,0,1,0,1
21,Male,Electronics And Communication,0,8,0,0,1,24,56,54,8,0,0,1,0,0,1,0,0,1,1,0,0,0
22,Male,Computer Science,1,6,0,0,0,26,80,74,6,1,0,1,0,1,0,0,0,0,0,1,1,0
21,Male,Mechanical,0,6,1,0,0,28,78,79,8,1,0,1,0,0,1,1,0,0,1,1,0,0
21,Male,Information Technology,1,8,0,0,1,27,54,54,5,1,1,1,1,0,0,1,0,1,1,1,0,1
21,Male,Electronics And Communication,1,8,1,1,1,29,68,65,6,1,1,1,1,1,0,1,1,1,1,1,0,0
21,Male,Electronics And Communication,2,8,0,0,1,27,75,76,9,1,1,1,1,0,1,0,1,1,0,0,1,1
21,Female,Electronics And Communication,2,7,0,0,1,25,24,30,5,1,1,1,0,0,1,0,0,1,1,0,0,0
21,Male,Information Technology,0,6,0,1,0,21,20,40,8,0,0,0,0,1,0,0,1,1,1,0,1,1
22,Male,Electrical,0,6,0,0,0,21,26,27,6,1,0,1,0,0,1,0,0,0,1,1,0,1
22,Male,Mechanical,1,6,0,0,0,24,26,31,8,0,1,0,1,0,0,1,0,1,0,1,0,1
21,Male,Electronics And Communication,1,6,0,1,0,21,20,18,7,1,0,0,1,0,1,1,1,0,1,0,0,0
21,Female,Information Technology,1,5,1,0,0,23,31,21,9,1,0,1,1,0,0,1,1,0,1,0,0,1
21,Female,Computer Science,0,6,1,1,0,25,21,28,4,0,0,1,0,1,1,1,0,1,1,1,0,1
22,Male,Information Technology,1,5,0,0,0,20,29,31,8,0,0,0,1,1,0,1,0,1,0,0,1,0
21,Male,Mechanical,1,5,1,1,0,21,26,36,1,1,0,1,0,1,0,1,1,0,0,1,1,1
21,Male,Information Technology,2,6,1,0,1,24,21,21,2,0,0,1,0,0,1,0,0,1,0,0,1,0
21,Male,Computer Science,2,5,0,1,0,26,21,21,6,0,0,0,1,0,1,1,1,1,1,1,0,0
22,Male,Electrical,0,5,0,0,0,25,25,17,5,0,0,0,0,0,0,0,0,1,0,1,1,1
21,Male,Information Technology,0,5,0,1,0,24,26,14,4,1,0,1,0,1,0,0,0,1,1,1,0,1
22,Male,Electronics And Communication,2,7,0,1,0,24,23,14,8,0,0,1,0,1,0,0,1,1,1,0,1,0
21,Male,Electrical,0,7,0,1,0,21,24,18,9,0,1,1,1,1,0,1,0,1,0,1,1,1
21,Male,Electronics And Communication,1,6,1,1,0,23,28,19,6,0,1,1,1,1,0,0,1,0,0,0,0,1
22,Male,Computer Science,1,6,0,0,0,20,29,16,7,0,1,1,0,1,0,0,0,1,1,0,0,0
22,Male,Mechanical,0,6,1,0,0,10,32,17,8,1,0,1,1,0,1,1,1,1,1,1,1,0
22,Male,Computer Science,2,6,0,0,1,20,31,14,9,0,0,1,0,1,1,1,0,0,0,1,0,0
21,Male,Electrical,0,6,0,0,0,10,34,17,9,0,1,0,1,0,1,1,0,0,0,1,1,1
22,Male,Civil,0,6,1,0,0,20,36,16,6,0,0,0,0,0,0,1,1,1,1,0,1,1
22,Male,Information Technology,0,7,0,0,0,21,12,19,11,0,1,0,1,0,1,0,0,1,0,0,1,0
21,Male,Computer Science,0,6,0,1,0,24,21,18,6,0,0,0,1,1,1,1,0,1,0,1,1,1
22,Male,Electrical,2,6,0,1,0,22,25,17,5,1,0,0,0,1,0,0,1,1,0,0,1,0
22,Male,Computer Science,1,6,0,0,0,21,27,35,7,0,1,1,1,0,1,1,1,0,1,0,0,1
21,Male,Computer Science,1,7,0,0,0,16,36,36,5,0,1,0,1,1,1,0,1,1,1,0,1,1
22,Male,Mechanical,0,8,1,0,1,15,35,32,8,0,0,0,1,0,0,0,1,1,1,1,0,1
21,Male,Electrical,3,7,0,0,1,11,32,24,10,1,1,0,0,1,0,1,0,0,1,1,1,1
22,Male,Mechanical,0,8,1,1,1,24,31,35,7,1,1,0,0,1,0,0,1,1,1,1,0,0
21,Male,Electrical,0,6,0,0,0,26,27,28,4,0,1,1,1,0,1,1,0,1,0,1,1,0
21,Female,Computer Science,0,8,1,0,1,25,26,27,5,1,0,0,1,0,0,1,1,0,0,1,0,1
21,Male,Computer Science,0,7,0,0,0,24,26,26,2,1,1,1,1,0,1,0,1,1,0,0,0,1
21,Female,Electrical,1,6,0,0,0,29,25,21,1,1,0,0,1,1,1,0,0,1,0,0,0,1
22,Female,Civil,1,8,0,0,1,28,21,25,5,0,0,1,0,1,0,0,1,1,0,1,1,0
21,Male,Civil,0,8,0,0,1,27,14,12,7,1,0,0,1,1,1,1,1,1,1,1,0,1
21,Male,Information Technology,1,6,0,0,0,24,14,21,9,0,1,0,1,1,1,0,0,0,1,0,1,0
21,Male,Computer Science,1,6,0,0,0,26,12,21,6,1,1,1,0,0,0,0,0,1,0,1,0,0
21,Male,Mechanical,0,6,1,1,0,25,17,23,7,1,1,0,0,1,1,0,0,1,1,0,1,1
21,Male,Civil,0,7,0,0,0,25,16,10,2,0,1,0,1,1,1,0,1,1,0,1,0,0
21,Female,Information Technology,1,8,1,0,1,21,15,14,4,1,0,1,1,0,0,0,1,0,1,0,0,1
22,Male,Civil,0,8,0,0,1,24,14,11,2,0,1,1,0,0,0,0,1,0,1,0,1,1
22,Male,Computer Science,0,7,0,1,0,54,13,12,5,0,1,0,0,0,1,1,0,0,0,0,1,0
21,Male,Electrical,0,6,0,0,0,53,12,13,6,1,1,1,1,0,0,0,1,1,0,0,0,0
21,Male,Electrical,1,6,0,1,0,50,11,14,8,1,1,1,0,0,0,0,1,0,0,1,1,0
22,Male,Electronics And Communication,1,8,0,1,1,52,9,15,2,0,1,0,0,1,1,1,0,0,0,0,1,0
21,Male,Computer Science,0,7,0,1,0,51,8,16,8,0,1,0,0,0,1,0,1,1,0,0,1,0
21,Male,Computer Science,0,7,0,1,0,56,7,11,6,1,1,1,1,1,0,0,1,0,0,0,1,1
21,Male,Civil,1,8,0,1,1,54,9,10,8,0,1,0,0,1,1,0,0,1,1,1,1,0
22,Male,Information Technology,0,8,0,0,1,59,19,9,6,0,1,0,1,1,0,1,1,0,0,0,0,1
21,Male,Electronics And Communication,0,6,0,0,0,58,17,8,8,0,1,0,0,0,0,0,1,0,0,1,0,0
28,Male,Civil,0,8,1,0,1,54,14,7,5,0,0,0,0,1,0,1,0,0,0,0,1,1
21,Male,Computer Science,2,7,0,0,1,55,16,6,6,1,1,1,1,0,1,1,0,0,1,1,0,1
22,Male,Electronics And Communication,2,6,0,0,1,52,12,5,9,1,0,1,1,1,0,1,1,1,1,1,0,0
21,Male,Information Technology,1,8,1,0,1,26,14,4,5,0,1,0,0,0,0,1,0,1,0,1,0,0
22,Male,Mechanical,0,6,1,0,1,23,15,2,8,0,1,0,0,1,0,0,1,0,1,0,1,1
21,Male,Mechanical,0,8,1,0,1,25,12,1,6,1,1,1,1,0,0,1,1,0,0,0,0,0
21,Male,Information Technology,1,6,0,0,0,26,14,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0
22,Female,Mechanical,1,7,1,0,0,31,19,6,7,0,1,0,1,1,0,1,0,0,0,0,1,0
22,Male,Electronics And Communication,0,8,0,0,1,32,17,4,9,0,0,1,1,1,0,1,0,1,1,0,0,0
21,Male,Electrical,0,6,0,0,0,36,14,8,4,0,0,1,0,0,1,0,0,1,1,0,1,1
21,Male,Mechanical,0,6,1,0,1,39,32,31,8,1,1,1,1,0,0,0,0,1,1,0,1,1
22,Male,Mechanical,0,7,1,0,0,34,31,32,1,1,0,0,0,1,0,0,1,1,1,0,1,1
22,Male,Electronics And Communication,1,6,1,1,0,37,32,24,2,1,0,1,0,1,1,0,1,0,1,1,1,1
22,Male,Computer Science,0,7,0,1,1,32,34,25,6,1,1,1,0,1,0,1,0,0,1,1,0,0
21,Male,Computer Science,0,7,0,0,1,50,39,29,5,1,0,0,1,0,0,0,0,0,0,1,0,0
22,Male,Computer Science,0,8,0,1,1,51,36,26,4,0,0,1,0,0,0,0,1,0,1,1,0,0
22,Male,Information Technology,1,6,1,0,0,41,35,27,8,1,1,0,0,1,0,1,1,0,1,1,1,1
21,Male,Electronics And Communication,0,6,0,0,0,12,30,31,9,0,1,1,1,1,1,1,1,1,0,0,0,1
22,Male,Computer Science,0,6,0,0,1,19,47,25,6,1,1,1,1,0,0,0,0,0,0,0,1,0
21,Male,Civil,0,6,0,0,1,31,42,24,7,1,1,0,0,1,0,1,1,0,0,1,1,1
22,Female,Information Technology,1,8,0,0,1,28,41,22,8,0,0,1,1,0,0,1,1,1,0,1,1,1
21,Male,Information Technology,1,8,0,0,1,24,45,20,9,0,1,1,1,1,1,1,1,1,1,0,1,0
21,Male,Mechanical,0,8,1,0,1,26,52,66,9,0,0,1,0,1,1,1,0,1,0,1,0,0
22,Male,Civil,0,6,0,0,0,28,54,65,6,1,0,1,0,0,0,1,1,0,0,0,1,1
22,Male,Electrical,0,7,0,1,0,27,58,62,11,0,0,0,1,1,1,0,1,0,1,1,1,1
21,Male,Information Technology,1,6,0,1,1,29,59,78,6,0,1,1,0,1,1,1,0,1,1,1,1,0
21,Male,Mechanical,1,6,1,0,0,27,59,74,5,1,0,0,1,1,1,1,0,0,0,0,1,0
22,Male,Mechanical,0,6,1,1,1,25,53,70,7,0,1,0,1,1,0,0,1,1,0,1,1,0
22,Female,Information Technology,0,7,0,0,1,21,54,64,5,1,0,1,0,1,1,0,1,0,1,1,1,0
22,Male,Information Technology,2,7,0,0,0,21,57,61,8,0,0,1,1,0,0,0,0,1,0,0,1,1
21,Male,Computer Science,3,8,0,0,1,24,59,68,10,0,1,0,0,1,1,1,0,1,1,0,0,1
22,Male,Computer Science,0,6,0,0,1,21,58,62,7,0,0,0,0,1,1,1,1,1,0,1,1,1
21,Male,Computer Science,0,8,0,1,1,23,52,68,4,0,0,0,0,1,0,1,0,0,0,0,0,0
21,Female,Information Technology,1,8,0,1,1,25,65,62,5,1,1,1,0,0,0,0,1,0,0,1,1,0
21,Female,Computer Science,0,8,1,1,1,20,64,61,2,0,0,0,1,1,0,1,1,0,1,1,0,0
22,Male,Information Technology,1,6,0,0,1,21,90,90,1,0,0,0,1,0,1,1,0,0,1,1,0,1
21,Male,Electronics And Communication,0,8,0,1,1,24,85,80,5,1,0,0,0,0,1,0,0,0,1,1,0,1
22,Female,Mechanical,1,7,1,0,0,26,75,80,7,1,0,0,1,1,0,0,1,0,0,1,0,1
21,Male,Information Technology,1,8,1,0,1,25,79,80,9,1,0,1,0,1,0,0,0,0,0,0,0,0
22,Male,Electrical,0,6,0,0,0,24,65,70,6,0,0,0,0,1,0,1,0,0,0,0,0,0
22,Male,Mechanical,0,7,1,0,0,24,75,74,7,1,0,0,0,0,0,0,0,0,0,1,1,0
22,Male,Civil,0,6,1,0,0,89,91,85,2,1,1,1,0,1,1,0,1,0,1,1,0,0
22,Male,Information Technology,0,6,0,1,1,30,82,69,4,0,1,1,0,0,0,1,1,0,0,0,1,1
22,Male,Electronics And Communication,1,7,0,0,0,35,97,91,2,1,0,0,1,0,1,1,1,1,0,0,1,0
21,Male,Information Technology,1,8,0,0,1,45,89,65,5,1,0,0,1,0,1,0,0,0,1,1,0,1
22,Male,Electrical,1,7,0,0,0,20,90,80,6,1,1,0,0,0,0,0,0,0,1,0,0,0
22,Male,Mechanical,0,6,1,0,1,75,72,72,8,0,1,0,1,0,0,0,1,1,1,0,1,0
21,Male,Civil,2,6,1,0,1,78,70,65,2,0,1,1,1,0,1,1,0,1,0,0,0,0
22,Male,Electronics And Communication,0,6,0,0,1,78,74,60,8,1,0,0,0,1,1,1,1,0,0,1,1,0
21,Male,Computer Science,0,7,0,0,1,75,70,60,6,0,1,0,1,1,1,0,1,1,0,0,0,1
22,Male,Mechanical,0,7,1,1,0,60,70,65,8,0,0,1,0,0,0,0,0,0,1,0,1,1
22,Male,Mechanical,2,7,1,0,1,71,70,70,6,1,1,0,1,0,0,1,1,1,0,0,1,0
